"Country or Area","Year","Value","Value Footnotes"
"Ukraine","2007","27","238"
"Ukraine","2006","29.8","238"
"Ukraine","2005","29","238"
"Ukraine","2004","28.9","238"
"Ukraine","2003","28.7","238"
"Ukraine","2002","29","238"
"Ukraine","1996","35.2","21"
"Ukraine","1995","39.3","38"
"Ukraine","1993","28.9","239"
"Ukraine","1992","29.7","239"
"United Arab Emirates","2018","26","240"
"United Arab Emirates","2013","32.5","240"
"United Kingdom","2017","35.1","17"
"United Kingdom","2016","34.8","17"
"United Kingdom","2015","33.2","17"
"United Kingdom","2014","34","17"
"United Kingdom","2013","33.2","17"
"United Kingdom","2012","32.3","17"
"United Kingdom","2011","33.2","17"
"United Kingdom","2010","34.4","17"
"United Kingdom","2009","34.3","17"
"United Kingdom","2008","34.1","17"
"United Kingdom","2007","35.7","17"
"United Kingdom","2006","34.6","17"
"United Kingdom","2005","34.3","17"
"United Kingdom","2004","36","17"
"United Kingdom","2003","35.5","241"
"United Kingdom","2002","35.7","241"
"United Kingdom","2001","37.9","241"
"United Kingdom","2000","39.6","241"
"United Kingdom","1999","36.8","241"
"United Kingdom","1998","36.6","242"
"United Kingdom","1997","35.7","242"
"United Kingdom","1996","35.3","242"
"United Kingdom","1995","35.5","242"
"United Kingdom","1994","36","241"
"United Kingdom","1991","35.9","242"
"United Kingdom","1986","31.9","242"
"United Kingdom","1979","28.4","242"
"United Kingdom","1974","30","242"
"United Kingdom","1969","33.7","242"
"United States","2019","41.5","243"
"United States","2018","41.4","243"
"United States","2017","41.2","243"
"United States","2016","41.1","243"
"United States","2015","41.2","243"
"United States","2014","41.5","243"
"United States","2013","40.7","243"
"United States","2012","40.9","243"
"United States","2011","40.9","243"
"United States","2010","40","243"
"United States","2009","40.6","243"
"United States","2008","40.8","243"
"United States","2007","40.8","243"
"United States","2006","41.4","243"
"United States","2005","41","243"
"United States","2004","40.3","243"
"United States","2003","40.8","243"
"United States","2002","40.4","243"
"United States","2001","40.6","244"
"United States","2000","40.1","244"
"United States","1999","40","244"
"United States","1998","40","244"
"United States","1997","40.5","244"
"United States","1996","40.3","244"
"United States","1995","39.9","244"
"United States","1994","40","244"
"United States","1993","40.4","244"
"United States","1992","38.4","244"
"United States","1991","38","244"
"United States","1986","37.4","244"
"United States","1979","34.5","244"
"United States","1974","35.3","244"
"Uruguay","2020","40.2","34"
"Uruguay","2019","39.7","34"
"Uruguay","2018","39.7","34"
"Uruguay","2017","39.5","34"
"Uruguay","2016","39.7","34"
"Uruguay","2015","40.1","34"
"Uruguay","2014","40.1","34"
"Uruguay","2013","40.5","34"
"Uruguay","2012","39.9","34"
"Uruguay","2011","42.2","34"
"Uruguay","2010","44.5","34"
"Uruguay","2009","45.5","34"
"Uruguay","2008","45.1","34"
"Uruguay","2007","46.4","34"
"Uruguay","2006","45.9","34"
"Uzbekistan","2003","35.3","1"
"Uzbekistan","2002","33","1"
"Uzbekistan","2000","36.1","1"
"Uzbekistan","1998","44.7","1"
"Vanuatu","2019","32.3","245"
"Vanuatu","2010","37.4","21"
"Venezuela","2006","44.8","246"
"Venezuela","2005","49.5","246"
"Venezuela","2004","47.5","246"
"Venezuela","2003","48.1","246"
"Venezuela","2002","49","246"
"Venezuela","2001","47.2","246"
"Venezuela","1999","47.8","246"
"Venezuela","1998","48.1","246"
"Venezuela","1995","47.2","246"
"Venezuela","1992","42.1","246"
"Venezuela","1989","43.8","246"
"Venezuela","1987","53.4","247"
"Venezuela","1981","55.6","247"
"Vietnam","2018","35.7","248"
"Vietnam","2016","35.3","248"
"Vietnam","2014","34.8","248"
"Vietnam","2012","35.6","248"
"Vietnam","2010","39.3","248"
"Vietnam","2008","35.6","248"
"Vietnam","2006","35.8","248"
"Vietnam","2004","36.8","248"
"Vietnam","2002","37","248"
"Vietnam","1997","35.4","249"
"Vietnam","1992","35.7","249"
"West Bank and Gaza","2016","33.7","250"
"West Bank and Gaza","2011","34.4","250"
"West Bank and Gaza","2010","35.3","250"
"West Bank and Gaza","2009","34.5","250"
"West Bank and Gaza","2007","35.6","250"
"West Bank and Gaza","2006","34","250"
"West Bank and Gaza","2005","34.7","250"
"West Bank and Gaza","2004","34","250"
"Yemen","2014","36.7","251"
"Yemen","2005","34.7","251"
"Yemen","1998","35","251"
"Zambia","2015","57.1","252"
"Zambia","2010","55.6","253"
"Zambia","2006","54.6","254"
"Zambia","2004","54.3","255"
"Zambia","2002","42.1","256"
"Zambia","1998","49.1","257"
"Zambia","1996","48.3","258"
"Zambia","1993","52.6","140"
"Zambia","1991","60.5","1"
"Zimbabwe","2019","50.3","259"
"Zimbabwe","2017","44.3","260"
"Zimbabwe","2011","43.2","261"

"footnoteSeqID","Footnote"
"1","Based on data from HBS. Estimated from unit-record consumption data."
"2","Based on data from LSMS. Estimated from unit-record consumption data."
"3","Based on data from EWS. Estimated from unit-record consumption data."
"4","Based on data from ENCNVM. Estimated from grouped consumption data."
"5","Based on data from ENMNV. Estimated from grouped consumption data."
"6","Based on data from EDCM. Estimated from grouped consumption data."
"7","Based on data from IDREA. Estimated from unit-record consumption data."
"8","Based on data from IBEP-MICS. Estimated from unit-record consumption data."
"9","Based on data from EPHC-S2. Estimated from unit-record income data. Urban only."
"10","Based on data from EPH. Estimated from unit-record income data. Urban only."
"11","Based on data from EPH. Estimated from grouped income data. Urban only."
"12","Based on data from ILCS. Estimated from unit-record consumption data."
"13","Based on data from SIH-LIS. Estimated from unit-record income data."
"14","Based on data from SIH-HES-LIS. Estimated from unit-record income data."
"15","Based on data from IDS-LIS. Estimated from unit-record income data."
"16","Based on data from HIS-LIS. Estimated from unit-record income data."
"17","Based on data from EU-SILC. Estimated from unit-record income data."
"18","Based on data from ECHP-LIS. Estimated from unit-record income data."
"19","Based on data from MC-LIS. Estimated from unit-record income data."
"20","Based on data from SLC. Estimated from unit-record consumption data."
"21","Based on data from HIES. Estimated from unit-record consumption data."
"22","Based on data from HHES. Estimated from unit-record consumption data."
"23","Based on data from HHES. Estimated from grouped consumption data."
"24","Based on data from HHS. Estimated from unit-record consumption data."
"25","Based on data from PSBH-ECHP-LIS. Estimated from unit-record income data."
"26","Based on data from SEP-LIS. Estimated from unit-record income data."
"27","Based on data from LFS. Estimated from unit-record income data. PPP is partially imputed."
"28","Based on data from SLC. Estimated from unit-record income data. PPP is partially imputed."
"29","Based on data from EHCVM. Estimated from unit-record consumption data."
"30","Based on data from EMICOV. Estimated from unit-record consumption data."
"31","Based on data from QUIBB. Estimated from unit-record consumption data."
"32","Based on data from BLSS. Estimated from unit-record consumption data."
"33","Based on data from EH. Estimated from unit-record income data."
"34","Based on data from ECH. Estimated from unit-record income data."
"35","Based on data from ENE. Estimated from unit-record income data."
"36","Based on data from BMTHS. Estimated from unit-record consumption data."
"37","Based on data from CWIS. Estimated from unit-record consumption data."
"38","Based on data from HIES. Estimated from grouped consumption data."
"39","Based on data from PNADC-E5. Estimated from unit-record income data."
"40","Based on data from PNADC-E1. Estimated from unit-record income data."
"41","Based on data from PNAD. Estimated from unit-record income data."
"42","Based on data from EMC. Estimated from unit-record consumption data."
"43","Based on data from ECVM. Estimated from unit-record consumption data."
"44","Based on data from EP-II. Estimated from unit-record consumption data."
"45","Based on data from EP-I. Estimated from unit-record consumption data."
"46","Based on data from ECVMB. Estimated from unit-record consumption data."
"47","Based on data from EP. Estimated from unit-record consumption data."
"48","Based on data from ENV. Estimated from unit-record consumption data."
"49","Based on data from EPAM. Estimated from unit-record consumption data."
"50","Based on data from IDRF. Estimated from unit-record consumption data."
"51","Based on data from ECAM-IV. Estimated from unit-record consumption data."
"52","Based on data from ECAM-III. Estimated from unit-record consumption data."
"53","Based on data from ECAM-II. Estimated from unit-record consumption data."
"54","Based on data from ECAM-I. Estimated from unit-record consumption data."
"55","Based on data from CIS-LIS. Estimated from unit-record income data."
"56","Based on data from SLID-LIS. Estimated from unit-record income data."
"57","Based on data from SCF-LIS. Estimated from unit-record income data."
"58","Based on data from ECASEB. Estimated from unit-record consumption data."
"59","Based on data from EPCM. Estimated from grouped consumption data."
"60","Based on data from ECOSIT-III. Estimated from unit-record consumption data."
"61","Based on data from ECOSIT-II. Estimated from unit-record consumption data."
"62","Based on data from CASEN. Estimated from unit-record income data."
"63","Based on data from CNIHS. Estimated from grouped consumption data."
"64","Based on data from CRHS-CUHS. Estimated from grouped consumption data."
"65","Based on data from GEIH. Estimated from unit-record income data."
"66","Based on data from ENH. Estimated from unit-record income data."
"67","Based on data from EESIC. Estimated from unit-record consumption data."
"68","Based on data from EIM. Estimated from unit-record consumption data."
"69","Based on data from ECOM. Estimated from unit-record consumption data."
"70","Based on data from ENAHO. Estimated from unit-record income data."
"71","Based on data from EHPM. Estimated from unit-record income data."
"72","Based on data from ENH. Estimated from grouped income data."
"73","Based on data from CM. Estimated from grouped income data."
"74","Based on data from E123. Estimated from unit-record consumption data."
"75","Based on data from LM-LIS. Estimated from unit-record income data."
"76","Based on data from EDAM. Estimated from unit-record consumption data."
"77","Based on data from ECNFT-Q03. Estimated from unit-record income data."
"78","Based on data from ENFT. Estimated from unit-record income data."
"79","Based on data from ICS. Estimated from grouped income data."
"80","Based on data from ENGSLF. Estimated from grouped income data."
"81","Based on data from ENEMDU. Estimated from unit-record income data."
"82","Based on data from EPED. Estimated from unit-record income data."
"83","Based on data from ECV. Estimated from unit-record income data."
"84","Based on data from HIECS. Estimated from unit-record consumption data. PPP is partially imputed."
"85","Based on data from HIECS. Estimated from grouped consumption data. PPP is partially imputed."
"86","Based on data from HICES. Estimated from unit-record consumption data."
"87","Based on data from HBS-LIS. Estimated from unit-record income data."
"88","Based on data from EGEP. Estimated from unit-record consumption data."
"89","Based on data from HIS. Estimated from unit-record consumption data."
"90","Based on data from HIS. Estimated from grouped consumption data."
"91","Based on data from GSOEP-LIS. Estimated from unit-record income data."
"92","Based on data from GLSS-VII. Estimated from unit-record consumption data."
"93","Based on data from GLSS-VI. Estimated from unit-record consumption data."
"94","Based on data from GLSS-V. Estimated from unit-record consumption data."
"95","Based on data from GLSS-IV. Estimated from unit-record consumption data."
"96","Based on data from GLSS-III. Estimated from unit-record consumption data."
"97","Based on data from GLSS-II. Estimated from grouped consumption data."
"98","Based on data from GLSS-I. Estimated from grouped consumption data."
"99","Based on data from ENCOVI. Estimated from unit-record income data."
"100","Based on data from ENSD. Estimated from grouped income data."
"101","Based on data from EHCVM. Estimated from unit-record consumption data. PPP is partially imputed."
"102","Based on data from ELEP. Estimated from unit-record consumption data. PPP is partially imputed."
"103","Based on data from EIBEP. Estimated from unit-record consumption data. PPP is partially imputed."
"104","Based on data from EIBC. Estimated from unit-record consumption data. PPP is partially imputed."
"105","Based on data from ESIP. Estimated from grouped consumption data. PPP is partially imputed."
"106","Based on data from ILAP-II. Estimated from unit-record consumption data."
"107","Based on data from ILAP-I. Estimated from unit-record consumption data."
"108","Based on data from ICOF. Estimated from unit-record consumption data."
"109","Based on data from GLSMS. Estimated from unit-record income data."
"110","Based on data from ECVMAS. Estimated from unit-record consumption data."
"111","Based on data from EPHPM. Estimated from unit-record income data."
"112","Based on data from EPHPM. Estimated from grouped income data."
"113","Based on data from CPHS. Estimated from imputed unit-record consumption data."
"114","Based on data from NSS-SCH1. Estimated from unit-record consumption data."
"115","Based on data from NSS-SCH1. Estimated from grouped consumption data."
"116","Based on data from NSS. Estimated from grouped consumption data."
"117","Based on data from SUSENAS. Estimated from unit-record consumption data."
"118","Based on data from SUSENAS. Estimated from grouped consumption data."
"119","Based on data from HEIS. Estimated from unit-record consumption data."
"120","Based on data from SECH. Estimated from grouped consumption data."
"121","Based on data from IHSES. Estimated from unit-record consumption data. PPP is partially imputed."
"122","Based on data from SILC-LIS. Estimated from unit-record income data."
"123","Based on data from LIS-ECHP-LIS. Estimated from unit-record income data."
"124","Based on data from SIDPUSS-LIS. Estimated from unit-record income data."
"125","Based on data from HES-LIS. Estimated from unit-record income data."
"126","Based on data from SHIW-LIS. Estimated from unit-record income data."
"127","Based on data from SLC. Estimated from grouped consumption data."
"128","Based on data from JHPS-LIS. Estimated from unit-record income data."
"129","Based on data from HEIS. Estimated from grouped consumption data."
"130","Based on data from IHBS. Estimated from unit-record consumption data."
"131","Based on data from WMS-III. Estimated from unit-record consumption data."
"132","Based on data from WMS-II. Estimated from unit-record consumption data."
"133","Based on data from WMS-I. Estimated from grouped consumption data."
"134","Based on data from HIES. Estimated from unit-record consumption data. PPP is extrapolated from 2011."
"135","Based on data from HIES-FHES-LIS. Estimated from unit-record income data."
"136","Based on data from KIHS. Estimated from unit-record consumption data."
"137","Based on data from LECS. Estimated from unit-record consumption data."
"138","Based on data from CMSHBS. Estimated from unit-record consumption data."
"139","Based on data from NHECS. Estimated from unit-record consumption data."
"140","Based on data from HBS. Estimated from grouped consumption data."
"141","Based on data from CWIQ. Estimated from unit-record consumption data."
"142","Based on data from PSELL-ECHP-LIS. Estimated from unit-record income data."
"143","Based on data from PSELL-LIS. Estimated from unit-record income data."
"144","Based on data from ENSOMD. Estimated from unit-record consumption data."
"145","Based on data from EPM. Estimated from unit-record consumption data."
"146","Based on data from EB. Estimated from grouped consumption data."
"147","Based on data from IHS-V. Estimated from unit-record consumption data."
"148","Based on data from IHS-IV. Estimated from unit-record consumption data."
"149","Based on data from IHS-III. Estimated from unit-record consumption data."
"150","Based on data from IHS-II. Estimated from unit-record consumption data."
"151","Based on data from IHS-I. Estimated from unit-record consumption data."
"152","Based on data from HIS. Estimated from unit-record income data."
"153","Based on data from HIS. Estimated from grouped income data."
"154","Based on data from ELIM. Estimated from unit-record consumption data."
"155","Based on data from EMEP. Estimated from unit-record consumption data."
"156","Based on data from EMCES. Estimated from unit-record consumption data."
"157","Based on data from EPCV. Estimated from unit-record consumption data."
"158","Based on data from EP. Estimated from grouped consumption data."
"159","Based on data from EPCV. Estimated from grouped consumption data."
"160","Based on data from ENIGHNS. Estimated from unit-record income data."
"161","Based on data from ENIGH. Estimated from unit-record income data."
"162","Based on data from HSES. Estimated from unit-record consumption data."
"163","Based on data from HIES-LSMS. Estimated from unit-record consumption data."
"164","Based on data from LSMS. Estimated from grouped consumption data."
"165","Based on data from SILC-C. Estimated from unit-record income data."
"166","Based on data from ENCDM. Estimated from unit-record consumption data."
"167","Based on data from ENNVM. Estimated from unit-record consumption data."
"168","Based on data from ECDM. Estimated from grouped consumption data."
"169","Based on data from IOF. Estimated from unit-record consumption data."
"170","Based on data from IAF. Estimated from unit-record consumption data."
"171","Based on data from NHS. Estimated from unit-record consumption data."
"172","Based on data from MLCS. Estimated from unit-record consumption data."
"173","Based on data from MPLCS. Estimated from unit-record consumption data."
"174","Based on data from NHIES. Estimated from unit-record consumption data."
"175","Based on data from LSS-III. Estimated from unit-record consumption data."
"176","Based on data from LSS-II. Estimated from unit-record consumption data."
"177","Based on data from LSS-I. Estimated from unit-record consumption data."
"178","Based on data from AVO-LIS. Estimated from unit-record income data."
"179","Based on data from EMNV. Estimated from unit-record income data."
"180","Based on data from ECVMA. Estimated from unit-record consumption data."
"181","Based on data from ENBCM. Estimated from unit-record consumption data."
"182","Based on data from ENCVM. Estimated from unit-record consumption data."
"183","Based on data from EPCES. Estimated from unit-record consumption data."
"184","Based on data from ENBCM. Estimated from grouped consumption data."
"185","Based on data from LSS. Estimated from unit-record consumption data. PPP is partially imputed."
"186","Based on data from GHSP-W3. Estimated from imputed unit-record consumption data. PPP is partially imputed."
"187","Based on data from GHSP-W2. Estimated from imputed unit-record consumption data. PPP is partially imputed."
"188","Based on data from GHSP-W1. Estimated from imputed unit-record consumption data. PPP is partially imputed."
"189","Based on data from NCS. Estimated from unit-record consumption data. PPP is partially imputed."
"190","Based on data from NCS. Estimated from grouped consumption data. PPP is partially imputed."
"191","Based on data from PIHS. Estimated from unit-record consumption data."
"192","Based on data from IHS. Estimated from unit-record consumption data."
"193","Based on data from EMO. Estimated from unit-record income data."
"194","Based on data from EMO. Estimated from grouped income data."
"195","Based on data from EPH. Estimated from unit-record income data."
"196","Based on data from EIH. Estimated from unit-record income data."
"197","Based on data from FIES. Estimated from unit-record income data."
"198","Based on data from EICV-V. Estimated from unit-record consumption data."
"199","Based on data from EICV-IV. Estimated from unit-record consumption data."
"200","Based on data from EICV-III. Estimated from unit-record consumption data."
"201","Based on data from EICV-II. Estimated from unit-record consumption data."
"202","Based on data from EICV-I. Estimated from unit-record consumption data."
"203","Based on data from IOF. Estimated from unit-record consumption data. PPP is partially imputed."
"204","Based on data from ESPS-II. Estimated from unit-record consumption data."
"205","Based on data from ESPS-I. Estimated from unit-record consumption data."
"206","Based on data from ESAM-II. Estimated from unit-record consumption data."
"207","Based on data from ESAM. Estimated from grouped consumption data."
"208","Based on data from HBS. Estimated from unit-record income data."
"209","Based on data from SLIHS. Estimated from unit-record consumption data."
"210","Based on data from SHFS-W2. Estimated from imputed unit-record consumption data. PPP is extrapolated from 2011."
"211","Based on data from LCS. Estimated from unit-record consumption data."
"212","Based on data from IES. Estimated from unit-record consumption data."
"213","Based on data from KIDS. Estimated from grouped consumption data."
"214","Based on data from HFS-W3. Estimated from imputed unit-record consumption data."
"215","Based on data from NBHS. Estimated from unit-record consumption data."
"216","Based on data from SES. Estimated from unit-record consumption data."
"217","Based on data from LFSS. Estimated from grouped consumption data."
"218","Based on data from SLC-HBS. Estimated from unit-record income data."
"219","Based on data from LSMS. Estimated from grouped income data."
"220","Based on data from EHS. Estimated from unit-record income data. Urban only."
"221","Based on data from LLS-RD-LIS. Estimated from unit-record income data."
"222","Based on data from IES-LIS. Estimated from unit-record income data."
"223","Based on data from NPS-LIS. Estimated from unit-record income data."
"224","Based on data from SIWS-LIS. Estimated from unit-record income data."
"225","Based on data from HICES. Estimated from grouped consumption data."
"226","Based on data from HSITAFIEN. Estimated from unit-record consumption data."
"227","Based on data from TLSS. Estimated from unit-record consumption data."
"228","Based on data from SES. Estimated from grouped consumption data."
"229","Based on data from HPS. Estimated from unit-record consumption data."
"230","Based on data from TLSLS. Estimated from unit-record consumption data."
"231","Based on data from PHC. Estimated from grouped income data. PPP is partially imputed."
"232","Based on data from SLC. Estimated from grouped income data. PPP is partially imputed."
"233","Based on data from NSHBCSL. Estimated from unit-record consumption data."
"234","Based on data from LSS. Estimated from grouped consumption data."
"235","Based on data from HBCS. Estimated from grouped consumption data."
"236","Based on data from UNHS. Estimated from unit-record consumption data."
"237","Based on data from NIHS. Estimated from unit-record consumption data."
"238","Based on data from HLCS. Estimated from unit-record consumption data."
"239","Based on data from HS. Estimated from unit-record consumption data."
"240","Based on data from HIES. Estimated from grouped income data."
"241","Based on data from FRS-LIS. Estimated from unit-record income data."
"242","Based on data from FES-LIS. Estimated from unit-record income data."
"243","Based on data from CPS-ASEC-LIS. Estimated from unit-record income data."
"244","Based on data from CPS-LIS. Estimated from unit-record income data."
"245","Based on data from NSDP. Estimated from unit-record consumption data."
"246","Based on data from EHM. Estimated from unit-record income data. PPP is extrapolated from 2011."
"247","Based on data from EHM. Estimated from grouped income data. PPP is extrapolated from 2011."
"248","Based on data from VHLSS. Estimated from unit-record consumption data."
"249","Based on data from VLSS. Estimated from unit-record consumption data."
"250","Based on data from PECS. Estimated from unit-record consumption data."
"251","Based on data from HBS. Estimated from unit-record consumption data. PPP is extrapolated from 2011."
"252","Based on data from LCMS-VII. Estimated from unit-record consumption data."
"253","Based on data from LCMS-VI. Estimated from unit-record consumption data."
"254","Based on data from LCMS-V. Estimated from unit-record consumption data."
"255","Based on data from LCMS-IV. Estimated from unit-record consumption data."
"256","Based on data from LCMS-III. Estimated from unit-record consumption data."
"257","Based on data from LCMS-II. Estimated from unit-record consumption data."
"258","Based on data from LCMS-I. Estimated from unit-record consumption data."
"259","Based on data from PICES. Estimated from imputed unit-record consumption data."
"260","Based on data from PICES. Estimated from unit-record consumption data."
"261","Based on data from ICES. Estimated from grouped consumption data."
