"","country","code","year","unemp_rate"
"1118","United States","USA","2013",7.625
"1119","United States","USA","2014",6.258333
"1120","United States","USA","2015",5.375
"1121","United States","USA","2016",4.941667
"1122","United States","USA","2017",4.4
"1123","United States","USA","2018",3.95
"1124","United States","USA","2019",3.725
"1125","United States","USA","2020",7.808333
"1126","United States","USA","2021",5.466667
"1127","United States","USA","2022",3.691667
"1128","France","FRA","2003",9.3
"1129","France","FRA","2004",9.666667
"1130","France","FRA","2005",9.625
"1131","France","FRA","2006",9.5
"1132","France","FRA","2007",8.408334
"1133","France","FRA","2008",7.791667
"1134","France","FRA","2009",9.241667
"1135","France","FRA","2010",9.5
"1136","France","FRA","2011",9.5
"1137","France","FRA","2012",9.733334
"1138","France","FRA","2013",10.20833
"1139","France","FRA","2014",9.975
"1140","France","FRA","2015",9.866667
"1141","France","FRA","2016",9.85
"1142","France","FRA","2017",9.366667
"1143","France","FRA","2018",9.041667
"1144","France","FRA","2019",8.358334
"1145","France","FRA","2020",7.95
"1146","France","FRA","2021",7.75
"1147","France","FRA","2022",7.133333
"1148","Italy","ITA","2003",6.458333
"1149","Italy","ITA","2004",6.4
"1150","Italy","ITA","2005",6.258333
"1151","Italy","ITA","2006",5.525
"1152","Italy","ITA","2007",4.95
"1153","Italy","ITA","2008",5.566667
"1154","Italy","ITA","2009",6.883333
"1155","Italy","ITA","2010",7.716667
"1156","Italy","ITA","2011",7.691667
"1157","Italy","ITA","2012",10.1
"1158","Italy","ITA","2013",11.725
"1159","Italy","ITA","2014",12.09167
"1160","Italy","ITA","2015",11.46667
"1161","Italy","ITA","2016",10.96667
"1162","Italy","ITA","2017",10.39167
"1163","Italy","ITA","2018",9.758333
"1164","Italy","ITA","2019",9.116667
"1165","Italy","ITA","2020",8.558333
"1166","Italy","ITA","2021",8.733334
"1167","Italy","ITA","2022",7.133333
"1168","Austria","AUT","2003",4.608333
"1169","Austria","AUT","2004",6.166667
"1170","Austria","AUT","2005",6.116667
"1171","Austria","AUT","2006",5.883333
"1172","Austria","AUT","2007",5.55
"1173","Austria","AUT","2008",4.625
"1174","Austria","AUT","2009",5.333333
"1175","Austria","AUT","2010",4.85
"1176","Austria","AUT","2011",4.808333
"1177","Austria","AUT","2012",5
"1178","Austria","AUT","2013",5.541667
"1179","Austria","AUT","2014",5.65
"1180","Austria","AUT","2015",5.566667
"1181","Austria","AUT","2016",5.808333
"1182","Austria","AUT","2017",5.283333
"1183","Austria","AUT","2018",4.875
"1184","Austria","AUT","2019",4.566667
"1185","Austria","AUT","2020",5.891667
"1186","Austria","AUT","2021",6.141667
"1187","Austria","AUT","2022",4.541667
"1188","Australia","AUS","2003",5.888669
"1189","Australia","AUS","2004",5.281922
"1190","Australia","AUS","2005",4.879681
"1191","Australia","AUS","2006",4.669972
"1192","Australia","AUS","2007",4.041836
"1193","Australia","AUS","2008",3.954261
"1194","Australia","AUS","2009",5.694293
"1195","Australia","AUS","2010",5.076458
"1196","Australia","AUS","2011",4.893791
"1197","Australia","AUS","2012",5.13732
"1198","Australia","AUS","2013",5.706582
"1199","Australia","AUS","2014",5.996284
"1200","Australia","AUS","2015",6.039518
"1201","Australia","AUS","2016",5.650557
"1202","Australia","AUS","2017",5.529111
"1203","Australia","AUS","2018",5.290275
"1204","Australia","AUS","2019",5.218657
"1205","Australia","AUS","2020",6.558751
"1206","Australia","AUS","2021",5.201632
"1207","Australia","AUS","2022",3.770901
"1208","Switzerland","CHE","2010",4.480014
"1209","Switzerland","CHE","2011",4.071872
"1210","Switzerland","CHE","2012",4.274872
"1211","Switzerland","CHE","2013",4.601809
"1212","Switzerland","CHE","2014",4.691212
"1213","Switzerland","CHE","2015",4.704126
"1214","Switzerland","CHE","2016",4.842568
"1215","Switzerland","CHE","2017",4.571538
"1216","Switzerland","CHE","2018",4.368545
"1217","Switzerland","CHE","2019",4.115638
"1218","Switzerland","CHE","2020",4.657479
"1219","Switzerland","CHE","2021",4.906497
"1220","Switzerland","CHE","2022",4.06251
"1221","Slovakia","SVK","2003",17.51667
"1222","Slovakia","SVK","2004",17.55
"1223","Slovakia","SVK","2005",15.56667
"1224","Slovakia","SVK","2006",12.375
"1225","Slovakia","SVK","2007",9.983334
"1226","Slovakia","SVK","2008",8.425
"1227","Slovakia","SVK","2009",11.24167
"1228","Slovakia","SVK","2010",14.03333
"1229","Slovakia","SVK","2011",13.40833
"1230","Slovakia","SVK","2012",13.25833
"1231","Slovakia","SVK","2013",13.7
"1232","Slovakia","SVK","2014",12.55833
"1233","Slovakia","SVK","2015",10.11667
"1234","Slovakia","SVK","2016",8.558333
"1235","Slovakia","SVK","2017",7.708333
"1236","Slovakia","SVK","2018",5.983333
"1237","Slovakia","SVK","2019",5.45
"1238","Slovakia","SVK","2020",6.233333
"1239","Slovakia","SVK","2021",6.675
"1240","Slovakia","SVK","2022",5.933333
"1241","Japan","JPN","2003",4.941667
"1242","Japan","JPN","2004",4.425
"1243","Japan","JPN","2005",4.225
"1244","Japan","JPN","2006",3.85
"1245","Japan","JPN","2007",3.725
"1246","Japan","JPN","2008",3.85
"1247","Japan","JPN","2009",4.783333
"1248","Japan","JPN","2010",4.583333
"1249","Japan","JPN","2011",4.166667
"1250","Japan","JPN","2012",4.025
"1251","Japan","JPN","2013",3.666667
"1252","Japan","JPN","2014",3.358333
"1253","Japan","JPN","2015",3.091667
"1254","Japan","JPN","2016",2.833333
"1255","Japan","JPN","2017",2.641667
"1256","Japan","JPN","2018",2.241667
"1257","Japan","JPN","2019",2.175
"1258","Japan","JPN","2020",2.516667
"1259","Japan","JPN","2021",2.525
"1260","Japan","JPN","2022",2.35
"1261","Norway","NOR","2003",4.516667
"1262","Norway","NOR","2004",4.625
"1263","Norway","NOR","2005",4.691667
"1264","Norway","NOR","2006",3.558333
"1265","Norway","NOR","2007",2.683333
"1266","Norway","NOR","2008",3
"1267","Norway","NOR","2009",3.841667
"1268","Norway","NOR","2010",4.508333
"1269","Norway","NOR","2011",3.7
"1270","Norway","NOR","2012",3.825
"1271","Norway","NOR","2013",4.133333
"1272","Norway","NOR","2014",3.933333
"1273","Norway","NOR","2015",4.958333
"1274","Norway","NOR","2016",5.558333
"1275","Norway","NOR","2017",4.758333
"1276","Norway","NOR","2018",4.208333
"1277","Norway","NOR","2019",4.1
"1278","Norway","NOR","2020",4.941667
"1279","Norway","NOR","2021",4.675
"1280","Norway","NOR","2022",3.366667
"1281","Czechia","CZE","2003",9.883333
"1282","Czechia","CZE","2004",9.916667
"1283","Czechia","CZE","2005",9.8
"1284","Czechia","CZE","2006",8.833333
"1285","Czechia","CZE","2007",6.741667
"1286","Czechia","CZE","2008",5.616667
"1287","Czechia","CZE","2009",7.733333
"1288","Czechia","CZE","2010",8.441667
"1289","Czechia","CZE","2011",7.891667
"1290","Czechia","CZE","2012",8.208333
"1291","Czechia","CZE","2013",8.3
"1292","Czechia","CZE","2014",7.408333
"1293","Czechia","CZE","2015",6.083333
"1294","Czechia","CZE","2016",4.683333
"1295","Czechia","CZE","2017",3.591667
"1296","Czechia","CZE","2018",2.808333
"1297","Czechia","CZE","2019",2.375
"1298","Czechia","CZE","2020",2.958333
"1299","Czechia","CZE","2021",3.433333
"1300","Czechia","CZE","2022",2.933333
"1301","Israel","ISR","2003",11.31172
"1302","Israel","ISR","2004",11.36946
"1303","Israel","ISR","2005",9.526857
"1304","Israel","ISR","2006",8.990445
"1305","Israel","ISR","2007",7.944839
"1306","Israel","ISR","2008",6.503122
"1307","Israel","ISR","2009",7.538583
"1308","Israel","ISR","2010",6.493265
"1309","Israel","ISR","2011",5.618898
"1310","Israel","ISR","2012",6.958333
"1311","Israel","ISR","2013",6.258333
"1312","Israel","ISR","2014",5.916667
"1313","Israel","ISR","2015",5.391667
"1314","Israel","ISR","2016",4.933333
"1315","Israel","ISR","2017",4.316667
"1316","Israel","ISR","2018",3.958333
"1317","Israel","ISR","2019",3.908333
"1318","Israel","ISR","2020",4.116667
"1319","Israel","ISR","2021",4.866667
"1320","Israel","ISR","2022",3.641667
"1321","Chile","CHL","2003",10.325
"1322","Chile","CHL","2004",11.2075
"1323","Chile","CHL","2005",10.59
"1324","Chile","CHL","2006",9.4925
"1325","Chile","CHL","2007",8.605
"1326","Chile","CHL","2008",9.51
"1327","Chile","CHL","2009",10.7
"1328","Chile","CHL","2010",9.65
"1329","Chile","CHL","2011",8.675
"1330","Chile","CHL","2012",8.011866
"1331","Chile","CHL","2013",7.052308
"1332","Chile","CHL","2014",7.069492
"1333","Chile","CHL","2015",7.026814
"1334","Chile","CHL","2016",7.227154
"1335","Chile","CHL","2017",7.550926
"1336","Chile","CHL","2018",8.253469
"1337","Chile","CHL","2019",7.960304
"1338","Chile","CHL","2020",10.98548
"1339","Chile","CHL","2021",9.185197
"1340","Chile","CHL","2022",8.487947
"1341","Mexico","MEX","2003",4.305833
"1342","Mexico","MEX","2004",5.099167
"1343","Mexico","MEX","2005",3.959703
"1344","Mexico","MEX","2006",3.894676
"1345","Mexico","MEX","2007",4.127341
"1346","Mexico","MEX","2008",4.139741
"1347","Mexico","MEX","2009",5.478209
"1348","Mexico","MEX","2010",5.268552
"1349","Mexico","MEX","2011",5.262735
"1350","Mexico","MEX","2012",4.983295
"1351","Mexico","MEX","2013",5.011517
"1352","Mexico","MEX","2014",4.858718
"1353","Mexico","MEX","2015",4.531106
"1354","Mexico","MEX","2016",3.949706
"1355","Mexico","MEX","2017",3.612637
"1356","Mexico","MEX","2018",3.446678
"1357","Mexico","MEX","2019",3.554591
"1358","Mexico","MEX","2020",4.193911
"1359","Mexico","MEX","2021",4.136455
"1360","Mexico","MEX","2022",3.284703
"1361","Israel","ISR","2003",10.19231
"1362","Israel","ISR","2004",9.501044
"1363","Israel","ISR","2005",8.522532
"1364","Israel","ISR","2006",7.894873
"1365","Israel","ISR","2007",6.774822
"1366","Israel","ISR","2008",5.746941
"1367","Israel","ISR","2009",7.549529
"1368","Israel","ISR","2010",6.764515
"1369","Israel","ISR","2011",5.589631
"1370","Israel","ISR","2012",6.75
"1371","Israel","ISR","2013",6.191667
"1372","Israel","ISR","2014",5.858333
"1373","Israel","ISR","2015",5.116667
"1374","Israel","ISR","2016",4.658333
"1375","Israel","ISR","2017",4.125
"1376","Israel","ISR","2018",4.041667
"1377","Israel","ISR","2019",3.691667
"1378","Israel","ISR","2020",4.525
"1379","Israel","ISR","2021",5.041667
"1380","Israel","ISR","2022",3.866667
"1381","Hungary","HUN","2003",5.966667
"1382","Hungary","HUN","2004",6.066667
"1383","Hungary","HUN","2005",6.975
"1384","Hungary","HUN","2006",7.175
"1385","Hungary","HUN","2007",7.141667
"1386","Hungary","HUN","2008",7.616667
"1387","Hungary","HUN","2009",10.26667
"1388","Hungary","HUN","2010",11.60833
"1389","Hungary","HUN","2011",11.04167
"1390","Hungary","HUN","2012",11.15833
"1391","Hungary","HUN","2013",10
"1392","Hungary","HUN","2014",7.508333
"1393","Hungary","HUN","2015",6.516667
"1394","Hungary","HUN","2016",4.941667
"1395","Hungary","HUN","2017",3.883333
"1396","Hungary","HUN","2018",3.391667
"1397","Hungary","HUN","2019",3.225
"1398","Hungary","HUN","2020",4.091667
"1399","Hungary","HUN","2021",3.908333
"1400","Hungary","HUN","2022",3.658333
"1401","France","FRA","2003",7.816667
"1402","France","FRA","2004",8.158334
"1403","France","FRA","2005",8.2
"1404","France","FRA","2006",8.258333
"1405","France","FRA","2007",7.633333
"1406","France","FRA","2008",7.075
"1407","France","FRA","2009",9.016666
"1408","France","FRA","2010",9.075
"1409","France","FRA","2011",8.925
"1410","France","FRA","2012",9.791667
"1411","France","FRA","2013",10.40833
"1412","France","FRA","2014",10.53333
"1413","France","FRA","2015",10.775
"1414","France","FRA","2016",10.25833
"1415","France","FRA","2017",9.483334
"1416","France","FRA","2018",9
"1417","France","FRA","2019",8.491667
"1418","France","FRA","2020",8.108334
"1419","France","FRA","2021",7.983333
"1420","France","FRA","2022",7.491667
"1421","Slovakia","SVK","2003",17.88333
"1422","Slovakia","SVK","2004",19.33333
"1423","Slovakia","SVK","2005",17.35
"1424","Slovakia","SVK","2006",14.85833
"1425","Slovakia","SVK","2007",12.76667
"1426","Slovakia","SVK","2008",11
"1427","Slovakia","SVK","2009",13.05833
"1428","Slovakia","SVK","2010",14.86667
"1429","Slovakia","SVK","2011",13.86667
"1430","Slovakia","SVK","2012",14.65833
"1431","Slovakia","SVK","2013",14.65
"1432","Slovakia","SVK","2014",13.75
"1433","Slovakia","SVK","2015",13
"1434","Slovakia","SVK","2016",10.85833
"1435","Slovakia","SVK","2017",8.5
"1436","Slovakia","SVK","2018",7.1
"1437","Slovakia","SVK","2019",6.008333
"1438","Slovakia","SVK","2020",7.133333
"1439","Slovakia","SVK","2021",6.983333
"1440","Slovakia","SVK","2022",6.391667
"1441","Colombia","COL","2007",8.848333
"1442","Colombia","COL","2008",9.013333
"1443","Colombia","COL","2009",9.541667
"1444","Colombia","COL","2010",9.165
"1445","Colombia","COL","2011",8.365833
"1446","Colombia","COL","2012",8.0025
"1447","Colombia","COL","2013",7.49
"1448","Colombia","COL","2014",7.1125
"1449","Colombia","COL","2015",6.81
"1450","Colombia","COL","2016",7.133333
"1451","Colombia","COL","2017",7.1575
"1452","Colombia","COL","2018",7.3875
"1453","Colombia","COL","2019",8.120833
"1454","Colombia","COL","2020",12.80333
"1455","Colombia","COL","2021",11.27083
"1456","Colombia","COL","2022",8.961667
"1457","Greece","GRC","2003",6.216667
"1458","Greece","GRC","2004",6.675
"1459","Greece","GRC","2005",6.225
"1460","Greece","GRC","2006",5.708333
"1461","Greece","GRC","2007",5.258333
"1462","Greece","GRC","2008",5.15
"1463","Greece","GRC","2009",7.066667
"1464","Greece","GRC","2010",10.20833
"1465","Greece","GRC","2011",15.34167
"1466","Greece","GRC","2012",21.91667
"1467","Greece","GRC","2013",24.825
"1468","Greece","GRC","2014",23.70833
"1469","Greece","GRC","2015",21.775
"1470","Greece","GRC","2016",20.18333
"1471","Greece","GRC","2017",18.19167
"1472","Greece","GRC","2018",15.79167
"1473","Greece","GRC","2019",14.36667
"1474","Greece","GRC","2020",14.58333
"1475","Greece","GRC","2021",11.41667
"1476","Greece","GRC","2022",9.308333
"1477","Luxembourg","LUX","2003",4.908333
"1478","Luxembourg","LUX","2004",6.8
"1479","Luxembourg","LUX","2005",6.075
"1480","Luxembourg","LUX","2006",5.925
"1481","Luxembourg","LUX","2007",5.125
"1482","Luxembourg","LUX","2008",5.916667
"1483","Luxembourg","LUX","2009",5.891667
"1484","Luxembourg","LUX","2010",5.508333
"1485","Luxembourg","LUX","2011",6.008333
"1486","Luxembourg","LUX","2012",5.775
"1487","Luxembourg","LUX","2013",6.191667
"1488","Luxembourg","LUX","2014",6.358333
"1489","Luxembourg","LUX","2015",7.133333
"1490","Luxembourg","LUX","2016",6.558333
"1491","Luxembourg","LUX","2017",5.625
"1492","Luxembourg","LUX","2018",5.708333
"1493","Luxembourg","LUX","2019",5.55
"1494","Luxembourg","LUX","2020",6.841667
"1495","Luxembourg","LUX","2021",5.875
"1496","Luxembourg","LUX","2022",4.7
"1497","Hungary","HUN","2003",5.45
"1498","Hungary","HUN","2004",6.091667
"1499","Hungary","HUN","2005",7.433333
"1500","Hungary","HUN","2006",7.808333
"1501","Hungary","HUN","2007",7.675
"1502","Hungary","HUN","2008",8.008333
"1503","Hungary","HUN","2009",9.041667
"1504","Hungary","HUN","2010",9.941667
"1505","Hungary","HUN","2011",10.2
"1506","Hungary","HUN","2012",9.991667
"1507","Hungary","HUN","2013",9.2
"1508","Hungary","HUN","2014",7.35
"1509","Hungary","HUN","2015",6.516667
"1510","Hungary","HUN","2016",4.858333
"1511","Hungary","HUN","2017",4.241667
"1512","Hungary","HUN","2018",3.691667
"1513","Hungary","HUN","2019",3.291667
"1514","Hungary","HUN","2020",4.225
"1515","Hungary","HUN","2021",4.175
"1516","Hungary","HUN","2022",3.533333
"1517","New Zealand","NZL","2003",5.1
"1518","New Zealand","NZL","2004",4.575
"1519","New Zealand","NZL","2005",4.15
"1520","New Zealand","NZL","2006",4.2
"1521","New Zealand","NZL","2007",3.9
"1522","New Zealand","NZL","2008",4.125
"1523","New Zealand","NZL","2009",5.8
"1524","New Zealand","NZL","2010",6.5
"1525","New Zealand","NZL","2011",6.2
"1526","New Zealand","NZL","2012",6.775
"1527","New Zealand","NZL","2013",6.4
"1528","New Zealand","NZL","2014",6.125
"1529","New Zealand","NZL","2015",5.9
"1530","New Zealand","NZL","2016",5.525
"1531","New Zealand","NZL","2017",5.25
"1532","New Zealand","NZL","2018",4.5
"1533","New Zealand","NZL","2019",4.425
"1534","New Zealand","NZL","2020",4.975
"1535","New Zealand","NZL","2021",3.875
"1536","New Zealand","NZL","2022",3.55
"1537","United States","USA","2003",5.666667
"1538","United States","USA","2004",5.4
"1539","United States","USA","2005",5.083333
"1540","United States","USA","2006",4.633333
"1541","United States","USA","2007",4.5
"1542","United States","USA","2008",5.408333
"1543","United States","USA","2009",8.058333
"1544","United States","USA","2010",8.616667
"1545","United States","USA","2011",8.466666
"1546","United States","USA","2012",7.891667
"1547","United States","USA","2013",7.083333
"1548","United States","USA","2014",6.05
"1549","United States","USA","2015",5.175
"1550","United States","USA","2016",4.791667
"1551","United States","USA","2017",4.316667
"1552","United States","USA","2018",3.833333
"1553","United States","USA","2019",3.616667
"1554","United States","USA","2020",8.383333
"1555","United States","USA","2021",5.225
"1556","United States","USA","2022",3.616667
"1557","Lithuania","LTU","2003",12.69167
"1558","Lithuania","LTU","2004",10.48333
"1559","Lithuania","LTU","2005",8.125
"1560","Lithuania","LTU","2006",5.941667
"1561","Lithuania","LTU","2007",4.2
"1562","Lithuania","LTU","2008",6.025
"1563","Lithuania","LTU","2009",17.10833
"1564","Lithuania","LTU","2010",21.25
"1565","Lithuania","LTU","2011",17.9
"1566","Lithuania","LTU","2012",15.23333
"1567","Lithuania","LTU","2013",13.125
"1568","Lithuania","LTU","2014",12.23333
"1569","Lithuania","LTU","2015",10.11667
"1570","Lithuania","LTU","2016",9.125
"1571","Lithuania","LTU","2017",8.541667
"1572","Lithuania","LTU","2018",6.925
"1573","Lithuania","LTU","2019",7.058333
"1574","Lithuania","LTU","2020",9.325
"1575","Lithuania","LTU","2021",7.6
"1576","Lithuania","LTU","2022",6.341667
"1577","Canada","CAN","2003",7.95
"1578","Canada","CAN","2004",7.475
"1579","Canada","CAN","2005",7.016667
"1580","Canada","CAN","2006",6.733333
"1581","Canada","CAN","2007",6.483333
"1582","Canada","CAN","2008",6.733333
"1583","Canada","CAN","2009",9.633333
"1584","Canada","CAN","2010",8.933333
"1585","Canada","CAN","2011",8.075
"1586","Canada","CAN","2012",7.791667
"1587","Canada","CAN","2013",7.575
"1588","Canada","CAN","2014",7.5
"1589","Canada","CAN","2015",7.533333
"1590","Canada","CAN","2016",7.733333
"1591","Canada","CAN","2017",6.891667
"1592","Canada","CAN","2018",6.125
"1593","Canada","CAN","2019",6.075
"1594","Canada","CAN","2020",9.808333
"1595","Canada","CAN","2021",7.708333
"1596","Canada","CAN","2022",5.425
"1597","Latvia","LVA","2003",11.69167
"1598","Latvia","LVA","2004",12.00833
"1599","Latvia","LVA","2005",9.991667
"1600","Latvia","LVA","2006",6.741667
"1601","Latvia","LVA","2007",5.575
"1602","Latvia","LVA","2008",7.075
"1603","Latvia","LVA","2009",14.2
"1604","Latvia","LVA","2010",16.33333
"1605","Latvia","LVA","2011",13.8
"1606","Latvia","LVA","2012",13.95
"1607","Latvia","LVA","2013",11.15
"1608","Latvia","LVA","2014",9.841666
"1609","Latvia","LVA","2015",8.633333
"1610","Latvia","LVA","2016",8.408334
"1611","Latvia","LVA","2017",7.675
"1612","Latvia","LVA","2018",6.433333
"1613","Latvia","LVA","2019",5.441667
"1614","Latvia","LVA","2020",7.066667
"1615","Latvia","LVA","2021",6.591667
"1616","Latvia","LVA","2022",5.55
"1617","Colombia","COL","2007",14.86583
"1618","Colombia","COL","2008",14.82667
"1619","Colombia","COL","2009",15.93667
"1620","Colombia","COL","2010",15.74833
"1621","Colombia","COL","2011",14.51083
"1622","Colombia","COL","2012",13.78333
"1623","Colombia","COL","2013",12.70083
"1624","Colombia","COL","2014",11.94917
"1625","Colombia","COL","2015",11.72583
"1626","Colombia","COL","2016",11.93083
"1627","Colombia","COL","2017",12.05083
"1628","Colombia","COL","2018",12.31083
"1629","Colombia","COL","2019",13.3
"1630","Colombia","COL","2020",20.065
"1631","Colombia","COL","2021",17.47667
"1632","Colombia","COL","2022",14.3025
"1633","Sweden","SWE","2003",6.925
"1634","Sweden","SWE","2004",7.591667
"1635","Sweden","SWE","2005",7.841667
"1636","Sweden","SWE","2006",7.091667
"1637","Sweden","SWE","2007",6.05
"1638","Sweden","SWE","2008",6.058333
"1639","Sweden","SWE","2009",8.808333
"1640","Sweden","SWE","2010",8.85
"1641","Sweden","SWE","2011",7.983333
"1642","Sweden","SWE","2012",8.375
"1643","Sweden","SWE","2013",8.383333
"1644","Sweden","SWE","2014",8.333333
"1645","Sweden","SWE","2015",7.733333
"1646","Sweden","SWE","2016",7.491667
"1647","Sweden","SWE","2017",7.108333
"1648","Sweden","SWE","2018",6.675
"1649","Sweden","SWE","2019",6.858333
"1650","Sweden","SWE","2020",8.541667
"1651","Sweden","SWE","2021",8.525
"1652","Sweden","SWE","2022",7.041667
"1653","Estonia","EST","2003",10.8
"1654","Estonia","EST","2004",11.08333
"1655","Estonia","EST","2005",8.983334
"1656","Estonia","EST","2006",6.3
"1657","Estonia","EST","2007",5.3
"1658","Estonia","EST","2008",5.941667
"1659","Estonia","EST","2009",16.675
"1660","Estonia","EST","2010",19.36667
"1661","Estonia","EST","2011",13.10833
"1662","Estonia","EST","2012",10.91667
"1663","Estonia","EST","2013",9.008333
"1664","Estonia","EST","2014",7.883333
"1665","Estonia","EST","2015",6.575
"1666","Estonia","EST","2016",7.533333
