"","country","code","year","unemp_rate"
"1667","Estonia","EST","2017",6.375
"1668","Estonia","EST","2018",5.591667
"1669","Estonia","EST","2019",4.191667
"1670","Estonia","EST","2020",7.066667
"1671","Estonia","EST","2021",6.775
"1672","Estonia","EST","2022",6.141667
"1673","Portugal","PRT","2003",7.766667
"1674","Portugal","PRT","2004",8.125
"1675","Portugal","PRT","2005",9.058333
"1676","Portugal","PRT","2006",8.933333
"1677","Portugal","PRT","2007",8.983334
"1678","Portugal","PRT","2008",8.933333
"1679","Portugal","PRT","2009",11.4
"1680","Portugal","PRT","2010",12.30833
"1681","Portugal","PRT","2011",13.16667
"1682","Portugal","PRT","2012",16.75
"1683","Portugal","PRT","2013",17.14167
"1684","Portugal","PRT","2014",14.39167
"1685","Portugal","PRT","2015",12.86667
"1686","Portugal","PRT","2016",11.45
"1687","Portugal","PRT","2017",8.833333
"1688","Portugal","PRT","2018",6.816667
"1689","Portugal","PRT","2019",6.033333
"1690","Portugal","PRT","2020",6.808333
"1691","Portugal","PRT","2021",6.291667
"1692","Portugal","PRT","2022",5.6
"1693","Italy","ITA","2003",11.34167
"1694","Italy","ITA","2004",10.49167
"1695","Italy","ITA","2005",10.05
"1696","Italy","ITA","2006",8.841666
"1697","Italy","ITA","2007",7.883333
"1698","Italy","ITA","2008",8.483334
"1699","Italy","ITA","2009",9.266666
"1700","Italy","ITA","2010",9.708333
"1701","Italy","ITA","2011",9.633333
"1702","Italy","ITA","2012",11.95833
"1703","Italy","ITA","2013",13.2
"1704","Italy","ITA","2014",13.825
"1705","Italy","ITA","2015",12.74167
"1706","Italy","ITA","2016",12.78333
"1707","Italy","ITA","2017",12.40833
"1708","Italy","ITA","2018",11.75
"1709","Italy","ITA","2019",11.05
"1710","Italy","ITA","2020",10.31667
"1711","Italy","ITA","2021",10.65833
"1712","Italy","ITA","2022",9.383333
"1713","Canada","CAN","2003",7.141667
"1714","Canada","CAN","2004",6.85
"1715","Canada","CAN","2005",6.466667
"1716","Canada","CAN","2006",6.2
"1717","Canada","CAN","2007",5.775
"1718","Canada","CAN","2008",5.758333
"1719","Canada","CAN","2009",7.158333
"1720","Canada","CAN","2010",7.35
"1721","Canada","CAN","2011",7.175
"1722","Canada","CAN","2012",6.966667
"1723","Canada","CAN","2013",6.683333
"1724","Canada","CAN","2014",6.5
"1725","Canada","CAN","2015",6.3
"1726","Canada","CAN","2016",6.275
"1727","Canada","CAN","2017",5.916667
"1728","Canada","CAN","2018",5.516667
"1729","Canada","CAN","2019",5.266667
"1730","Canada","CAN","2020",9.591666
"1731","Canada","CAN","2021",7.358333
"1732","Canada","CAN","2022",5.141667
"1733","Finland","FIN","2003",9.175
"1734","Finland","FIN","2004",8.758333
"1735","Finland","FIN","2005",8.166667
"1736","Finland","FIN","2006",7.375
"1737","Finland","FIN","2007",6.541667
"1738","Finland","FIN","2008",6.066667
"1739","Finland","FIN","2009",9.233334
"1740","Finland","FIN","2010",9.4
"1741","Finland","FIN","2011",8.7
"1742","Finland","FIN","2012",8.525
"1743","Finland","FIN","2013",9.066667
"1744","Finland","FIN","2014",9.575
"1745","Finland","FIN","2015",10.24167
"1746","Finland","FIN","2016",9.375
"1747","Finland","FIN","2017",9.158334
"1748","Finland","FIN","2018",7.716667
"1749","Finland","FIN","2019",7.258333
"1750","Finland","FIN","2020",8.058333
"1751","Finland","FIN","2021",8.191667
"1752","Finland","FIN","2022",7.108333
"1753","Australia","AUS","2003",5.977485
"1754","Australia","AUS","2004",5.539613
"1755","Australia","AUS","2005",5.22245
"1756","Australia","AUS","2006",4.92522
"1757","Australia","AUS","2007",4.787311
"1758","Australia","AUS","2008",4.571883
"1759","Australia","AUS","2009",5.399816
"1760","Australia","AUS","2010",5.377285
"1761","Australia","AUS","2011",5.304792
"1762","Australia","AUS","2012",5.325491
"1763","Australia","AUS","2013",5.609225
"1764","Australia","AUS","2014",6.17203
"1765","Australia","AUS","2015",6.076174
"1766","Australia","AUS","2016",5.779705
"1767","Australia","AUS","2017",5.672569
"1768","Australia","AUS","2018",5.327362
"1769","Australia","AUS","2019",5.109109
"1770","Australia","AUS","2020",6.355812
"1771","Australia","AUS","2021",5.01555
"1772","Australia","AUS","2022",3.633898
"1773","Latvia","LVA","2003",11.58333
"1774","Latvia","LVA","2004",11.50833
"1775","Latvia","LVA","2005",10.1
"1776","Latvia","LVA","2006",7.333333
"1777","Latvia","LVA","2007",6.516667
"1778","Latvia","LVA","2008",8.391666
"1779","Latvia","LVA","2009",20.94167
"1780","Latvia","LVA","2010",22.74167
"1781","Latvia","LVA","2011",18.64167
"1782","Latvia","LVA","2012",16.19167
"1783","Latvia","LVA","2013",12.6
"1784","Latvia","LVA","2014",11.85833
"1785","Latvia","LVA","2015",11.08333
"1786","Latvia","LVA","2016",10.9
"1787","Latvia","LVA","2017",9.775
"1788","Latvia","LVA","2018",8.416667
"1789","Latvia","LVA","2019",7.191667
"1790","Latvia","LVA","2020",9.125
"1791","Latvia","LVA","2021",8.508333
"1792","Latvia","LVA","2022",8.15
"1793","Switzerland","CHE","2010",5.187603
"1794","Switzerland","CHE","2011",4.794016
"1795","Switzerland","CHE","2012",4.729824
"1796","Switzerland","CHE","2013",4.919197
"1797","Switzerland","CHE","2014",4.989128
"1798","Switzerland","CHE","2015",4.911623
"1799","Switzerland","CHE","2016",5.006649
"1800","Switzerland","CHE","2017",5.059075
"1801","Switzerland","CHE","2018",5.109302
"1802","Switzerland","CHE","2019",4.711465
"1803","Switzerland","CHE","2020",4.992707
"1804","Switzerland","CHE","2021",5.31777
"1805","Switzerland","CHE","2022",4.570727
"1806","New Zealand","NZL","2003",4.425
"1807","New Zealand","NZL","2004",3.575
"1808","New Zealand","NZL","2005",3.525
"1809","New Zealand","NZL","2006",3.525
"1810","New Zealand","NZL","2007",3.375
"1811","New Zealand","NZL","2008",3.975
"1812","New Zealand","NZL","2009",5.925
"1813","New Zealand","NZL","2010",5.975
"1814","New Zealand","NZL","2011",5.875
"1815","New Zealand","NZL","2012",6.225
"1816","New Zealand","NZL","2013",5.3
"1817","New Zealand","NZL","2014",4.8
"1818","New Zealand","NZL","2015",4.975
"1819","New Zealand","NZL","2016",4.825
"1820","New Zealand","NZL","2017",4.275
"1821","New Zealand","NZL","2018",4.175
"1822","New Zealand","NZL","2019",3.825
"1823","New Zealand","NZL","2020",4.25
"1824","New Zealand","NZL","2021",3.7
"1825","New Zealand","NZL","2022",3.1
"1826","Luxembourg","LUX","2003",3.008333
"1827","Luxembourg","LUX","2004",3.625
"1828","Luxembourg","LUX","2005",3.591667
"1829","Luxembourg","LUX","2006",3.541667
"1830","Luxembourg","LUX","2007",3.416667
"1831","Luxembourg","LUX","2008",4.141667
"1832","Luxembourg","LUX","2009",4.525
"1833","Luxembourg","LUX","2010",3.841667
"1834","Luxembourg","LUX","2011",3.933333
"1835","Luxembourg","LUX","2012",4.508333
"1836","Luxembourg","LUX","2013",5.575
"1837","Luxembourg","LUX","2014",5.8
"1838","Luxembourg","LUX","2015",5.883333
"1839","Luxembourg","LUX","2016",6.141667
"1840","Luxembourg","LUX","2017",5.583333
"1841","Luxembourg","LUX","2018",5.316667
"1842","Luxembourg","LUX","2019",5.608333
"1843","Luxembourg","LUX","2020",6.516667
"1844","Luxembourg","LUX","2021",5
"1845","Luxembourg","LUX","2022",4.475
"1846","Slovenia","SVN","2003",7.108333
"1847","Slovenia","SVN","2004",6.841667
"1848","Slovenia","SVN","2005",7.058333
"1849","Slovenia","SVN","2006",7.233333
"1850","Slovenia","SVN","2007",5.866667
"1851","Slovenia","SVN","2008",4.841667
"1852","Slovenia","SVN","2009",5.808333
"1853","Slovenia","SVN","2010",7.05
"1854","Slovenia","SVN","2011",8.183333
"1855","Slovenia","SVN","2012",9.391666
"1856","Slovenia","SVN","2013",10.89167
"1857","Slovenia","SVN","2014",10.59167
"1858","Slovenia","SVN","2015",10.09167
"1859","Slovenia","SVN","2016",8.608334
"1860","Slovenia","SVN","2017",7.458333
"1861","Slovenia","SVN","2018",5.716667
"1862","Slovenia","SVN","2019",4.95
"1863","Slovenia","SVN","2020",5.65
"1864","Slovenia","SVN","2021",5.358333
"1865","Slovenia","SVN","2022",4.325
"1866","Belgium","BEL","2003",8.841666
"1867","Belgium","BEL","2004",9.55
"1868","Belgium","BEL","2005",9.525
"1869","Belgium","BEL","2006",9.325
"1870","Belgium","BEL","2007",8.466666
"1871","Belgium","BEL","2008",7.6
"1872","Belgium","BEL","2009",8.175
"1873","Belgium","BEL","2010",8.591666
"1874","Belgium","BEL","2011",7.25
"1875","Belgium","BEL","2012",7.508333
"1876","Belgium","BEL","2013",8.241667
"1877","Belgium","BEL","2014",8.075
"1878","Belgium","BEL","2015",7.908333
"1879","Belgium","BEL","2016",7.583333
"1880","Belgium","BEL","2017",7.058333
"1881","Belgium","BEL","2018",5.583333
"1882","Belgium","BEL","2019",4.95
"1883","Belgium","BEL","2020",5.35
"1884","Belgium","BEL","2021",5.875
"1885","Belgium","BEL","2022",5.258333
"1886","Iceland","ISL","2003",3.191667
"1887","Iceland","ISL","2004",3.183333
"1888","Iceland","ISL","2005",2.833333
"1889","Iceland","ISL","2006",3.391667
"1890","Iceland","ISL","2007",2.525
"1891","Iceland","ISL","2008",2.858333
"1892","Iceland","ISL","2009",6.225
"1893","Iceland","ISL","2010",7.225
"1894","Iceland","ISL","2011",6.725
"1895","Iceland","ISL","2012",6.266667
"1896","Iceland","ISL","2013",5.566667
"1897","Iceland","ISL","2014",5.275
"1898","Iceland","ISL","2015",4.6
"1899","Iceland","ISL","2016",3.325
"1900","Iceland","ISL","2017",3.191667
"1901","Iceland","ISL","2018",3.033333
"1902","Iceland","ISL","2019",3.45
"1903","Iceland","ISL","2020",6.291667
"1904","Iceland","ISL","2021",6.458333
"1905","Iceland","ISL","2022",3.383333
"1906","Japan","JPN","2003",5.466667
"1907","Japan","JPN","2004",4.916667
"1908","Japan","JPN","2005",4.566667
"1909","Japan","JPN","2006",4.325
"1910","Japan","JPN","2007",3.941667
"1911","Japan","JPN","2008",4.066667
"1912","Japan","JPN","2009",5.275
"1913","Japan","JPN","2010",5.4
"1914","Japan","JPN","2011",4.875
"1915","Japan","JPN","2012",4.558333
"1916","Japan","JPN","2013",4.316667
"1917","Japan","JPN","2014",3.75
"1918","Japan","JPN","2015",3.566667
"1919","Japan","JPN","2016",3.341667
"1920","Japan","JPN","2017",2.958333
"1921","Japan","JPN","2018",2.583333
"1922","Japan","JPN","2019",2.483333
"1923","Japan","JPN","2020",3
"1924","Japan","JPN","2021",3.05
"1925","Japan","JPN","2022",2.8
"1926","Turkey","TUR","2005",9.15
"1927","Turkey","TUR","2006",8.616667
"1928","Turkey","TUR","2007",8.725
"1929","Turkey","TUR","2008",9.6
"1930","Turkey","TUR","2009",12.54167
"1931","Turkey","TUR","2010",10.39167
"1932","Turkey","TUR","2011",8.308333
"1933","Turkey","TUR","2012",7.616667
"1934","Turkey","TUR","2013",7.95
"1935","Turkey","TUR","2014",9.016666
"1936","Turkey","TUR","2015",9.275
"1937","Turkey","TUR","2016",9.65
"1938","Turkey","TUR","2017",9.516666
"1939","Turkey","TUR","2018",9.558333
"1940","Turkey","TUR","2019",12.44167
"1941","Turkey","TUR","2020",12.38333
"1942","Turkey","TUR","2021",10.74167
"1943","Turkey","TUR","2022",8.958333
"1944","Germany","DEU","2003",10.08333
"1945","Germany","DEU","2004",10.73333
"1946","Germany","DEU","2005",11.55833
"1947","Germany","DEU","2006",10.33333
"1948","Germany","DEU","2007",8.408334
"1949","Germany","DEU","2008",7.325
"1950","Germany","DEU","2009",7.541667
"1951","Germany","DEU","2010",6.958333
"1952","Germany","DEU","2011",5.725
"1953","Germany","DEU","2012",5.275
"1954","Germany","DEU","2013",5.216667
"1955","Germany","DEU","2014",5.008333
"1956","Germany","DEU","2015",4.716667
"1957","Germany","DEU","2016",4.225
"1958","Germany","DEU","2017",3.925
"1959","Germany","DEU","2018",3.608333
"1960","Germany","DEU","2019",3.316667
"1961","Germany","DEU","2020",4.016667
"1962","Germany","DEU","2021",3.925
"1963","Germany","DEU","2022",3.275
"1964","Spain","ESP","2003",15.83333
"1965","Spain","ESP","2004",14.825
"1966","Spain","ESP","2005",11.99167
"1967","Spain","ESP","2006",11.35833
"1968","Spain","ESP","2007",10.70833
"1969","Spain","ESP","2008",12.83333
"1970","Spain","ESP","2009",18.125
"1971","Spain","ESP","2010",20.225
"1972","Spain","ESP","2011",21.81667
"1973","Spain","ESP","2012",25.05833
"1974","Spain","ESP","2013",26.69167
"1975","Spain","ESP","2014",25.44167
"1976","Spain","ESP","2015",23.55
"1977","Spain","ESP","2016",21.375
"1978","Spain","ESP","2017",19.04167
"1979","Spain","ESP","2018",17.04167
"1980","Spain","ESP","2019",16.00833
"1981","Spain","ESP","2020",17.43333
"1982","Spain","ESP","2021",16.71667
"1983","Spain","ESP","2022",14.775
"1984","Chile","CHL","2003",9.1275
"1985","Chile","CHL","2004",9.3575
"1986","Chile","CHL","2005",8.4725
"1987","Chile","CHL","2006",6.8525
"1988","Chile","CHL","2007",6.2875
"1989","Chile","CHL","2008",6.78
"1990","Chile","CHL","2009",9.075
"1991","Chile","CHL","2010",7.2
"1992","Chile","CHL","2011",6.05
"1993","Chile","CHL","2012",5.523956
"1994","Chile","CHL","2013",5.401966
"1995","Chile","CHL","2014",6.086595
"1996","Chile","CHL","2015",5.835053
"1997","Chile","CHL","2016",6.29786
"1998","Chile","CHL","2017",6.541276
"1999","Chile","CHL","2018",6.72988
"2000","Chile","CHL","2019",6.674188
"2001","Chile","CHL","2020",10.60182
"2002","Chile","CHL","2021",8.634062
"2003","Chile","CHL","2022",7.426815
"2004","Denmark","DNK","2003",6.066667
"2005","Denmark","DNK","2004",6
"2006","Denmark","DNK","2005",5.275
"2007","Denmark","DNK","2006",4.55
"2008","Denmark","DNK","2007",4.158333
"2009","Denmark","DNK","2008",4.083333
"2010","Denmark","DNK","2009",5.666667
"2011","Denmark","DNK","2010",6.758333
"2012","Denmark","DNK","2011",7.608333
"2013","Denmark","DNK","2012",7.791667
"2014","Denmark","DNK","2013",7.658333
"2015","Denmark","DNK","2014",7.15
"2016","Denmark","DNK","2015",6.525
"2017","Denmark","DNK","2016",6.375
"2018","Denmark","DNK","2017",6.05
"2019","Denmark","DNK","2018",5.358333
"2020","Denmark","DNK","2019",5.275
"2021","Denmark","DNK","2020",5.983333
"2022","Denmark","DNK","2021",5.166667
"2023","Denmark","DNK","2022",4.516667
"2024","Mexico","MEX","2003",2.930833
"2025","Mexico","MEX","2004",3.26
"2026","Mexico","MEX","2005",3.384451
"2027","Mexico","MEX","2006",3.417056
"2028","Mexico","MEX","2007",3.476573
"2029","Mexico","MEX","2008",3.874128
"2030","Mexico","MEX","2009",5.475667
"2031","Mexico","MEX","2010",5.448024
"2032","Mexico","MEX","2011",5.215521
"2033","Mexico","MEX","2012",4.932462
"2034","Mexico","MEX","2013",4.878211
"2035","Mexico","MEX","2014",4.810866
"2036","Mexico","MEX","2015",4.243085
"2037","Mexico","MEX","2016",3.838946
"2038","Mexico","MEX","2017",3.29913
"2039","Mexico","MEX","2018",3.242173
"2040","Mexico","MEX","2019",3.449774
"2041","Mexico","MEX","2020",4.585398
"2042","Mexico","MEX","2021",4.137643
"2043","Mexico","MEX","2022",3.266275
"2044","Germany","DEU","2003",9.45
"2045","Germany","DEU","2004",10.23333
"2046","Germany","DEU","2005",10.98333
"2047","Germany","DEU","2006",10.19167
"2048","Germany","DEU","2007",8.716666
"2049","Germany","DEU","2008",7.583333
"2050","Germany","DEU","2009",6.841667
"2051","Germany","DEU","2010",6.108333
"2052","Germany","DEU","2011",5.275
"2053","Germany","DEU","2012",4.9
"2054","Germany","DEU","2013",4.633333
"2055","Germany","DEU","2014",4.383333
"2056","Germany","DEU","2015",4
"2057","Germany","DEU","2016",3.541667
"2058","Germany","DEU","2017",3.141667
"2059","Germany","DEU","2018",2.758333
"2060","Germany","DEU","2019",2.575
"2061","Germany","DEU","2020",3.208333
"2062","Germany","DEU","2021",3.166667
"2063","Germany","DEU","2022",2.833333
"2064","Netherlands","NLD","2003",6.841667
"2065","Netherlands","NLD","2004",7.7
"2066","Netherlands","NLD","2005",8.116667
"2067","Netherlands","NLD","2006",7.333333
"2068","Netherlands","NLD","2007",6.466667
"2069","Netherlands","NLD","2008",5.75
"2070","Netherlands","NLD","2009",6.15
"2071","Netherlands","NLD","2010",6.708333
"2072","Netherlands","NLD","2011",6.583333
"2073","Netherlands","NLD","2012",7.35
"2074","Netherlands","NLD","2013",8.4
"2075","Netherlands","NLD","2014",8.766666
"2076","Netherlands","NLD","2015",8.391666
"2077","Netherlands","NLD","2016",7.591667
"2078","Netherlands","NLD","2017",6.4
"2079","Netherlands","NLD","2018",5.166667
"2080","Netherlands","NLD","2019",4.55
"2081","Netherlands","NLD","2020",5.116667
"2082","Netherlands","NLD","2021",4.5
"2083","Netherlands","NLD","2022",3.833333
"2084","Turkey","TUR","2005",9.35
"2085","Turkey","TUR","2006",9.083333
"2086","Turkey","TUR","2007",9.141666
"2087","Turkey","TUR","2008",10.03333
"2088","Turkey","TUR","2009",12.61667
"2089","Turkey","TUR","2010",11.39167
"2090","Turkey","TUR","2011",10.1
"2091","Turkey","TUR","2012",9.383333
"2092","Turkey","TUR","2013",10.48333
"2093","Turkey","TUR","2014",11.9
"2094","Turkey","TUR","2015",12.64167
"2095","Turkey","TUR","2016",13.63333
"2096","Turkey","TUR","2017",13.9
"2097","Turkey","TUR","2018",13.7
"2098","Turkey","TUR","2019",16.35833
"2099","Turkey","TUR","2020",14.76667
"2100","Turkey","TUR","2021",14.675
"2101","Turkey","TUR","2022",13.45833
"2102","Iceland","ISL","2003",3.825
"2103","Iceland","ISL","2004",3.608333
"2104","Iceland","ISL","2005",2.9
"2105","Iceland","ISL","2006",3.05
"2106","Iceland","ISL","2007",2.425
"2107","Iceland","ISL","2008",3.716667
"2108","Iceland","ISL","2009",9.55
"2109","Iceland","ISL","2010",9.258333
"2110","Iceland","ISL","2011",8.566667
"2111","Iceland","ISL","2012",6.95
"2112","Iceland","ISL","2013",6.091667
"2113","Iceland","ISL","2014",5.516667
"2114","Iceland","ISL","2015",4.416667
"2115","Iceland","ISL","2016",3.358333
"2116","Iceland","ISL","2017",3.358333
"2117","Iceland","ISL","2018",3.158333
"2118","Iceland","ISL","2019",4.316667
"2119","Iceland","ISL","2020",6.558333
"2120","Iceland","ISL","2021",5.666667
"2121","Iceland","ISL","2022",4.066667
"2122","Spain","ESP","2003",8.508333
"2123","Spain","ESP","2004",8.258333
"2124","Spain","ESP","2005",7.141667
"2125","Spain","ESP","2006",6.35
"2126","Spain","ESP","2007",6.425
"2127","Spain","ESP","2008",10.05833
"2128","Spain","ESP","2009",17.675
"2129","Spain","ESP","2010",19.59167
"2130","Spain","ESP","2011",21.06667
"2131","Spain","ESP","2012",24.58333
"2132","Spain","ESP","2013",25.60833
"2133","Spain","ESP","2014",23.60833
"2134","Spain","ESP","2015",20.775
"2135","Spain","ESP","2016",18.10833
"2136","Spain","ESP","2017",15.66667
"2137","Spain","ESP","2018",13.74167
"2138","Spain","ESP","2019",12.45833
"2139","Spain","ESP","2020",13.86667
"2140","Spain","ESP","2021",13.08333
"2141","Spain","ESP","2022",11.28333
"2142","Poland","POL","2003",20.55833
"2143","Poland","POL","2004",20.13333
"2144","Poland","POL","2005",19.38333
"2145","Poland","POL","2006",15.06667
"2146","Poland","POL","2007",10.35
"2147","Poland","POL","2008",7.85
"2148","Poland","POL","2009",8.6
"2149","Poland","POL","2010",10.31667
"2150","Poland","POL","2011",10.68333
"2151","Poland","POL","2012",11.18333
"2152","Poland","POL","2013",11.375
"2153","Poland","POL","2014",9.783334
"2154","Poland","POL","2015",7.858333
"2155","Poland","POL","2016",6.316667
"2156","Poland","POL","2017",4.95
"2157","Poland","POL","2018",3.883333
"2158","Poland","POL","2019",3.616667
"2159","Poland","POL","2020",3.308333
"2160","Poland","POL","2021",3.4
"2161","Poland","POL","2022",2.933333
"2162","Austria","AUT","2003",4.9
"2163","Austria","AUT","2004",5.65
"2164","Austria","AUT","2005",5.95
"2165","Austria","AUT","2006",5.45
"2166","Austria","AUT","2007",4.941667
"2167","Austria","AUT","2008",4.291667
"2168","Austria","AUT","2009",5.991667
"2169","Austria","AUT","2010",5.491667
"2170","Austria","AUT","2011",5.008333
"2171","Austria","AUT","2012",5.366667
"2172","Austria","AUT","2013",5.916667
"2173","Austria","AUT","2014",6.375
"2174","Austria","AUT","2015",6.666667
"2175","Austria","AUT","2016",7.041667
"2176","Austria","AUT","2017",6.5
"2177","Austria","AUT","2018",5.525
"2178","Austria","AUT","2019",5.083333
"2179","Austria","AUT","2020",6.116667
"2180","Austria","AUT","2021",6.258333
"2181","Austria","AUT","2022",4.941667
"2182","Costa Rica","CRI","2011",8.703025
"2183","Costa Rica","CRI","2012",8.875777
"2184","Costa Rica","CRI","2013",8.251846
"2185","Costa Rica","CRI","2014",8.132883
"2186","Costa Rica","CRI","2015",7.976577
"2187","Costa Rica","CRI","2016",7.995725
"2188","Costa Rica","CRI","2017",7.524369
"2189","Costa Rica","CRI","2018",8.433613
"2190","Costa Rica","CRI","2019",9.342306
"2191","Costa Rica","CRI","2020",15.61782
"2192","Costa Rica","CRI","2021",12.70171
"2193","Costa Rica","CRI","2022",9.409781
"2194","Costa Rica","CRI","2011",10.29848
"2195","Costa Rica","CRI","2012",10.17175
"2196","Costa Rica","CRI","2013",9.386163
"2197","Costa Rica","CRI","2014",9.617385
"2198","Costa Rica","CRI","2015",9.612973
"2199","Costa Rica","CRI","2016",9.537852
"2200","Costa Rica","CRI","2017",9.071724
"2201","Costa Rica","CRI","2018",10.26405
"2202","Costa Rica","CRI","2019",11.75539
"2203","Costa Rica","CRI","2020",19.60688
"2204","Costa Rica","CRI","2021",16.43337
"2205","Costa Rica","CRI","2022",12.21883
"2206","Costa Rica","CRI","2011",12.98225
"2207","Costa Rica","CRI","2012",12.17642
"2208","Costa Rica","CRI","2013",11.14466
"2209","Costa Rica","CRI","2014",11.93641
"2210","Costa Rica","CRI","2015",12.16651
"2211","Costa Rica","CRI","2016",12.07568
"2212","Costa Rica","CRI","2017",11.63266
"2213","Costa Rica","CRI","2018",13.18977
"2214","Costa Rica","CRI","2019",15.32681
"2215","Costa Rica","CRI","2020",25.65658
"2216","Costa Rica","CRI","2021",21.97083
"2217","Costa Rica","CRI","2022",16.37755
